date,open,high,low,close
2024-09-18 00:00:00,1.11223,1.11242,1.11216,1.1123
2024-09-18 00:15:00,1.11229,1.1125,1.11226,1.11242
2024-09-18 00:30:00,1.11241,1.11242,1.11224,1.1123
2024-09-18 00:45:00,1.1123,1.11287,1.11222,1.1127
2024-09-18 01:00:00,1.11271,1.11288,1.11264,1.11264
2024-09-18 01:15:00,1.11265,1.11306,1.11263,1.11266
2024-09-18 01:30:00,1.11265,1.11282,1.11255,1.1128
2024-09-18 01:45:00,1.11281,1.11294,1.11269,1.1128
2024-09-18 02:00:00,1.11281,1.11288,1.11254,1.1126
2024-09-18 02:15:00,1.1126,1.11266,1.11249,1.11254
2024-09-18 02:30:00,1.11253,1.11282,1.11253,1.11261
2024-09-18 02:45:00,1.11261,1.11281,1.11258,1.11281
2024-09-18 03:00:00,1.11282,1.11288,1.11261,1.11265
2024-09-18 03:15:00,1.11265,1.1128,1.11255,1.11276
2024-09-18 03:30:00,1.11276,1.1128,1.1127,1.1127
2024-09-18 03:45:00,1.11271,1.11276,1.11259,1.11265
2024-09-18 04:00:00,1.11264,1.11266,1.11254,1.1126
2024-09-18 04:15:00,1.11258,1.1126,1.11234,1.11239
2024-09-18 04:30:00,1.11238,1.11245,1.11227,1.11235
2024-09-18 04:45:00,1.11235,1.11236,1.11202,1.11203
2024-09-18 05:00:00,1.11202,1.11216,1.11195,1.112
2024-09-18 05:15:00,1.11199,1.11205,1.11193,1.11194
2024-09-18 05:30:00,1.11193,1.11198,1.11182,1.11192
2024-09-18 05:45:00,1.11192,1.11217,1.11178,1.11207
2024-09-18 06:00:00,1.11206,1.11262,1.11202,1.11242
2024-09-18 06:15:00,1.11242,1.11247,1.11202,1.1121
2024-09-18 06:30:00,1.11209,1.11235,1.11178,1.11178
2024-09-18 06:45:00,1.11178,1.1122,1.11154,1.11188
2024-09-18 07:00:00,1.11189,1.1123,1.11175,1.112
2024-09-18 07:15:00,1.112,1.11279,1.11198,1.11239
2024-09-18 07:30:00,1.1124,1.11266,1.11225,1.11254
2024-09-18 07:45:00,1.11255,1.11314,1.1124,1.11314
2024-09-18 08:00:00,1.11314,1.11325,1.1129,1.11304
2024-09-18 08:15:00,1.11303,1.11332,1.1128,1.11315
2024-09-18 08:30:00,1.11316,1.11334,1.11302,1.11311
2024-09-18 08:45:00,1.11312,1.1133,1.11292,1.11298
2024-09-18 09:00:00,1.11297,1.11313,1.1127,1.11311
2024-09-18 09:15:00,1.11312,1.11368,1.11308,1.11334
2024-09-18 09:30:00,1.11334,1.1138,1.1133,1.11368
2024-09-18 09:45:00,1.11368,1.114,1.11368,1.11382
2024-09-18 10:00:00,1.11382,1.11388,1.11344,1.11358
2024-09-18 10:15:00,1.11358,1.1138,1.11344,1.11378
2024-09-18 10:30:00,1.1138,1.1138,1.1134,1.11352
2024-09-18 10:45:00,1.11351,1.11355,1.11299,1.11301
2024-09-18 11:00:00,1.11301,1.11302,1.1125,1.11266
2024-09-18 11:15:00,1.11266,1.11274,1.1124,1.1126
2024-09-18 11:30:00,1.1126,1.1126,1.11226,1.11251
2024-09-18 11:45:00,1.11251,1.11262,1.11229,1.11246
2024-09-18 12:00:00,1.11246,1.11263,1.11237,1.11254
2024-09-18 12:15:00,1.11254,1.11288,1.11226,1.11236
2024-09-18 12:30:00,1.11235,1.11235,1.11181,1.112
2024-09-18 12:45:00,1.112,1.1124,1.11184,1.11225
2024-09-18 13:00:00,1.11225,1.1134,1.11225,1.11324
2024-09-18 13:15:00,1.11323,1.114,1.11318,1.11395
2024-09-18 13:30:00,1.11396,1.11398,1.11358,1.11389
2024-09-18 13:45:00,1.11388,1.11392,1.11305,1.11354
2024-09-18 14:00:00,1.11355,1.11364,1.11284,1.11292
2024-09-18 14:15:00,1.11292,1.11302,1.1116,1.1116
2024-09-18 14:30:00,1.1116,1.11176,1.11083,1.1114
2024-09-18 14:45:00,1.11141,1.11184,1.1112,1.11182
2024-09-18 15:00:00,1.11182,1.11222,1.11168,1.11176
2024-09-18 15:15:00,1.11175,1.11219,1.11152,1.11208
2024-09-18 15:30:00,1.11208,1.11213,1.1112,1.11148
2024-09-18 15:45:00,1.11148,1.11166,1.11122,1.1116
2024-09-18 16:00:00,1.11158,1.11236,1.11155,1.11234
2024-09-18 16:15:00,1.11233,1.11264,1.11222,1.11258
2024-09-18 16:30:00,1.11259,1.11261,1.11224,1.11225
2024-09-18 16:45:00,1.11224,1.1126,1.11212,1.11245
2024-09-18 17:00:00,1.11244,1.11266,1.11202,1.11205
2024-09-18 17:15:00,1.11205,1.11217,1.11173,1.1121
2024-09-18 17:30:00,1.11208,1.113,1.11208,1.11299
2024-09-18 17:45:00,1.11299,1.11307,1.11188,1.11218
2024-09-18 18:00:00,1.11218,1.11782,1.11216,1.1162
2024-09-18 18:15:00,1.11619,1.11791,1.11612,1.11717
2024-09-18 18:30:00,1.11718,1.11892,1.11582,1.11605
2024-09-18 18:45:00,1.11604,1.11712,1.11468,1.11491
2024-09-18 19:00:00,1.11492,1.11492,1.11286,1.11468
2024-09-18 19:15:00,1.11468,1.1148,1.11202,1.11322
2024-09-18 19:30:00,1.11322,1.11328,1.11144,1.11145
2024-09-18 19:45:00,1.11145,1.11145,1.10968,1.11058
2024-09-18 20:00:00,1.11056,1.11148,1.11046,1.11109
2024-09-18 20:15:00,1.1111,1.1119,1.11087,1.11184
2024-09-18 20:30:00,1.11184,1.11205,1.11164,1.11179
2024-09-18 20:45:00,1.11178,1.11202,1.11175,1.11192
2024-09-18 21:00:00,1.11172,1.11174,1.1115,1.1117
2024-09-18 21:15:00,1.1117,1.11183,1.11166,1.11171
2024-09-18 21:30:00,1.1117,1.11176,1.11169,1.11173
2024-09-18 21:45:00,1.11171,1.11179,1.11168,1.11179
2024-09-18 22:00:00,1.11175,1.11219,1.11151,1.11198
2024-09-18 22:15:00,1.11198,1.11234,1.11186,1.11227
2024-09-18 22:30:00,1.11227,1.11242,1.1122,1.11231
2024-09-18 22:45:00,1.11232,1.11236,1.11199,1.1122
2024-09-18 23:00:00,1.11222,1.11222,1.11161,1.11163
2024-09-18 23:15:00,1.11164,1.11164,1.11122,1.11132
2024-09-18 23:30:00,1.11132,1.11153,1.11114,1.11143
2024-09-18 23:45:00,1.11142,1.1115,1.11112,1.1114
2024-09-19 00:00:00,1.11141,1.11168,1.11076,1.11104
2024-09-19 00:15:00,1.11104,1.11119,1.11066,1.1108
2024-09-19 00:30:00,1.1108,1.11089,1.11002,1.11005
2024-09-19 00:45:00,1.11004,1.11008,1.10792,1.10817
2024-09-19 01:00:00,1.10817,1.1085,1.10797,1.10828
2024-09-19 01:15:00,1.10827,1.10858,1.10758,1.10763
2024-09-19 01:30:00,1.10763,1.10782,1.10685,1.10756
2024-09-19 01:45:00,1.10756,1.10846,1.10755,1.10834
2024-09-19 02:00:00,1.10835,1.10938,1.10835,1.10932
2024-09-19 02:15:00,1.10932,1.10996,1.10919,1.10996
2024-09-19 02:30:00,1.10998,1.11006,1.1096,1.10974
2024-09-19 02:45:00,1.10973,1.11038,1.1096,1.1102
2024-09-19 03:00:00,1.1102,1.11057,1.10996,1.11048
2024-09-19 03:15:00,1.11048,1.11123,1.11042,1.11122
2024-09-19 03:30:00,1.11123,1.1118,1.11112,1.11166
2024-09-19 03:45:00,1.11166,1.11193,1.11148,1.11187
2024-09-19 04:00:00,1.11188,1.11202,1.1117,1.1118
2024-09-19 04:15:00,1.1118,1.1119,1.11152,1.11154
2024-09-19 04:30:00,1.11155,1.11202,1.11155,1.11172
2024-09-19 04:45:00,1.11171,1.11215,1.11153,1.11203
2024-09-19 05:00:00,1.11204,1.1126,1.11203,1.11259
2024-09-19 05:15:00,1.11258,1.113,1.11255,1.11288
2024-09-19 05:30:00,1.1129,1.1131,1.1128,1.1129
2024-09-19 05:45:00,1.1129,1.11312,1.11258,1.11312
2024-09-19 06:00:00,1.11311,1.1135,1.11299,1.11319
2024-09-19 06:15:00,1.11319,1.1135,1.1129,1.11318
2024-09-19 06:30:00,1.11317,1.1137,1.11302,1.1136
2024-09-19 06:45:00,1.1136,1.11454,1.11348,1.11454
2024-09-19 07:00:00,1.11454,1.11532,1.1143,1.11495
2024-09-19 07:15:00,1.11495,1.11499,1.11404,1.11446
2024-09-19 07:30:00,1.11446,1.11475,1.11403,1.11466
2024-09-19 07:45:00,1.11467,1.11532,1.11448,1.1146
2024-09-19 08:00:00,1.1146,1.11512,1.1145,1.11495
2024-09-19 08:15:00,1.11495,1.11581,1.11479,1.11576
2024-09-19 08:30:00,1.11576,1.11692,1.11572,1.1169
2024-09-19 08:45:00,1.11689,1.11689,1.11615,1.11628
2024-09-19 09:00:00,1.11629,1.1174,1.11625,1.11736
2024-09-19 09:15:00,1.11736,1.1176,1.11705,1.11708
2024-09-19 09:30:00,1.11706,1.1175,1.11692,1.11731
2024-09-19 09:45:00,1.1173,1.1179,1.11729,1.11778
2024-09-19 10:00:00,1.11779,1.11788,1.11688,1.11735
2024-09-19 10:15:00,1.11734,1.11754,1.11691,1.11732
2024-09-19 10:30:00,1.11731,1.11752,1.11694,1.1175
2024-09-19 10:45:00,1.1175,1.11756,1.11691,1.11705
2024-09-19 11:00:00,1.11705,1.11763,1.11594,1.11594
2024-09-19 11:15:00,1.11595,1.116,1.1152,1.11592
2024-09-19 11:30:00,1.11592,1.11637,1.11563,1.11566
2024-09-19 11:45:00,1.11565,1.11586,1.1154,1.11582
2024-09-19 12:00:00,1.11581,1.11584,1.11527,1.11558
2024-09-19 12:15:00,1.11558,1.11582,1.11492,1.11536
2024-09-19 12:30:00,1.11535,1.11535,1.11301,1.11326
2024-09-19 12:45:00,1.11326,1.11334,1.11258,1.11261
2024-09-19 13:00:00,1.1126,1.114,1.11251,1.11358
2024-09-19 13:15:00,1.11358,1.11407,1.11295,1.11306
2024-09-19 13:30:00,1.11307,1.11338,1.11198,1.11202
2024-09-19 13:45:00,1.11202,1.1123,1.11176,1.1122
2024-09-19 14:00:00,1.1122,1.11315,1.11166,1.11202
2024-09-19 14:15:00,1.11203,1.11333,1.11173,1.11278
2024-09-19 14:30:00,1.11278,1.11316,1.11203,1.11203
2024-09-19 14:45:00,1.11204,1.11301,1.11178,1.11294
2024-09-19 15:00:00,1.11294,1.11324,1.11257,1.113
2024-09-19 15:15:00,1.11301,1.11439,1.113,1.11439
2024-09-19 15:30:00,1.1144,1.11464,1.11409,1.1143
2024-09-19 15:45:00,1.11431,1.1149,1.1143,1.1147
2024-09-19 16:00:00,1.1147,1.11527,1.11454,1.11498
2024-09-19 16:15:00,1.11498,1.11573,1.11478,1.11544
2024-09-19 16:30:00,1.11544,1.11567,1.11504,1.11522
2024-09-19 16:45:00,1.11522,1.11584,1.1152,1.11558
