date,open,high,low,close
2024-08-12 00:00:00,1.0913,1.09199,1.09118,1.09184
2024-08-12 01:00:00,1.09184,1.09231,1.09182,1.09208
2024-08-12 02:00:00,1.09208,1.0922,1.09179,1.0918
2024-08-12 03:00:00,1.09178,1.0919,1.09128,1.09142
2024-08-12 04:00:00,1.09142,1.09217,1.09136,1.09191
2024-08-12 05:00:00,1.09192,1.09212,1.09177,1.0919
2024-08-12 06:00:00,1.09191,1.09237,1.0916,1.09212
2024-08-12 07:00:00,1.09212,1.09286,1.09197,1.09228
2024-08-12 08:00:00,1.09228,1.09256,1.09162,1.09208
2024-08-12 09:00:00,1.0921,1.0928,1.09178,1.09269
2024-08-12 10:00:00,1.0927,1.09301,1.09217,1.09266
2024-08-12 11:00:00,1.09266,1.09294,1.09198,1.0926
2024-08-12 12:00:00,1.09259,1.0929,1.09177,1.09201
2024-08-12 13:00:00,1.092,1.09335,1.092,1.09254
2024-08-12 14:00:00,1.09254,1.09335,1.09153,1.09314
2024-08-12 15:00:00,1.09314,1.09396,1.09275,1.09281
2024-08-12 16:00:00,1.0928,1.09296,1.09219,1.0923
2024-08-12 17:00:00,1.09229,1.09338,1.09223,1.09332
2024-08-12 18:00:00,1.09331,1.09352,1.09284,1.09305
2024-08-12 19:00:00,1.09305,1.09333,1.09299,1.09317
2024-08-12 20:00:00,1.09316,1.09325,1.09274,1.09322
2024-08-12 21:00:00,1.09312,1.09338,1.09297,1.0932
2024-08-12 22:00:00,1.0932,1.09334,1.09312,1.09326
2024-08-12 23:00:00,1.09326,1.09366,1.09315,1.09363
2024-08-13 00:00:00,1.09364,1.09364,1.09295,1.09302
2024-08-13 01:00:00,1.09301,1.09355,1.09294,1.09351
2024-08-13 02:00:00,1.09352,1.09378,1.09341,1.09356
2024-08-13 03:00:00,1.09355,1.09386,1.09352,1.0937
2024-08-13 04:00:00,1.0937,1.09395,1.09358,1.09394
2024-08-13 05:00:00,1.09394,1.09413,1.09375,1.094
2024-08-13 06:00:00,1.094,1.09411,1.09326,1.09335
2024-08-13 07:00:00,1.09334,1.0935,1.09265,1.09302
2024-08-13 08:00:00,1.09302,1.09302,1.09207,1.09235
2024-08-13 09:00:00,1.09235,1.09271,1.09138,1.09198
2024-08-13 10:00:00,1.09197,1.09252,1.09182,1.09233
2024-08-13 11:00:00,1.09232,1.09324,1.09226,1.09304
2024-08-13 12:00:00,1.09304,1.09468,1.09256,1.0941
2024-08-13 13:00:00,1.0941,1.09625,1.09382,1.09588
2024-08-13 14:00:00,1.09588,1.0962,1.09504,1.09562
2024-08-13 15:00:00,1.09561,1.09588,1.09481,1.09536
2024-08-13 16:00:00,1.09536,1.09742,1.0953,1.09724
2024-08-13 17:00:00,1.09725,1.09786,1.097,1.0977
2024-08-13 18:00:00,1.09769,1.09996,1.09769,1.09994
2024-08-13 19:00:00,1.09993,1.09998,1.09941,1.09962
2024-08-13 20:00:00,1.09962,1.0999,1.09928,1.09948
2024-08-13 21:00:00,1.09858,1.09935,1.09834,1.09932
2024-08-13 22:00:00,1.09926,1.09974,1.09924,1.09967
2024-08-13 23:00:00,1.09968,1.09986,1.09944,1.09961
2024-08-14 00:00:00,1.09962,1.09974,1.09918,1.09921
2024-08-14 01:00:00,1.0992,1.09968,1.09906,1.0992
2024-08-14 02:00:00,1.09919,1.09942,1.09902,1.09916
2024-08-14 03:00:00,1.09917,1.09918,1.09888,1.09901
2024-08-14 04:00:00,1.09902,1.09934,1.09896,1.0993
2024-08-14 05:00:00,1.09932,1.09949,1.09896,1.0991
2024-08-14 06:00:00,1.09911,1.10019,1.09865,1.1
2024-08-14 07:00:00,1.1,1.1008,1.09963,1.1006
2024-08-14 08:00:00,1.10059,1.10201,1.10027,1.10194
2024-08-14 09:00:00,1.10195,1.10288,1.10154,1.10258
2024-08-14 10:00:00,1.10258,1.10258,1.10182,1.10222
2024-08-14 11:00:00,1.10222,1.10254,1.102,1.10226
