date,open,high,low,close
2024-08-18 22:00:00,1.10266,1.10344,1.10246,1.10255
2024-08-18 23:00:00,1.10254,1.10263,1.10228,1.10248
2024-08-19 00:00:00,1.1025,1.10363,1.10234,1.10304
2024-08-19 01:00:00,1.10305,1.10336,1.10278,1.10312
2024-08-19 02:00:00,1.10312,1.1032,1.1029,1.10308
2024-08-19 03:00:00,1.10309,1.10405,1.10301,1.10392
2024-08-19 04:00:00,1.10392,1.10419,1.10367,1.10398
2024-08-19 05:00:00,1.10398,1.10491,1.10398,1.10476
2024-08-19 06:00:00,1.10476,1.10502,1.10409,1.10423
2024-08-19 07:00:00,1.10422,1.10473,1.10405,1.10428
2024-08-19 08:00:00,1.10429,1.10506,1.10358,1.10374
2024-08-19 09:00:00,1.10373,1.10414,1.10346,1.10353
2024-08-19 10:00:00,1.10353,1.10384,1.1031,1.1037
2024-08-19 11:00:00,1.1037,1.10438,1.10328,1.10424
2024-08-19 12:00:00,1.10425,1.10445,1.10346,1.1039
2024-08-19 13:00:00,1.1039,1.10446,1.10304,1.10445
2024-08-19 14:00:00,1.10445,1.10736,1.10431,1.10656
2024-08-19 15:00:00,1.10656,1.10722,1.106,1.10692
2024-08-19 16:00:00,1.10693,1.10742,1.10674,1.10737
2024-08-19 17:00:00,1.10736,1.1077,1.10706,1.1077
2024-08-19 18:00:00,1.10771,1.1085,1.10765,1.10817
2024-08-19 19:00:00,1.10817,1.10865,1.10791,1.10838
2024-08-19 20:00:00,1.10837,1.10862,1.10817,1.10854
2024-08-19 21:00:00,1.10827,1.10858,1.10808,1.10842
2024-08-19 22:00:00,1.10842,1.10877,1.10838,1.10854
2024-08-19 23:00:00,1.10855,1.10868,1.10835,1.10857
2024-08-20 00:00:00,1.10858,1.10873,1.10802,1.10821
2024-08-20 01:00:00,1.1082,1.10874,1.10817,1.10855
2024-08-20 02:00:00,1.10854,1.10871,1.10752,1.10764
2024-08-20 03:00:00,1.10764,1.10794,1.10753,1.10758
2024-08-20 04:00:00,1.10757,1.10793,1.1075,1.10772
2024-08-20 05:00:00,1.10771,1.1078,1.10729,1.10768
2024-08-20 06:00:00,1.10768,1.10822,1.10745,1.10813
2024-08-20 07:00:00,1.10812,1.10871,1.10721,1.10869
2024-08-20 08:00:00,1.10869,1.1089,1.1078,1.108
2024-08-20 09:00:00,1.108,1.1082,1.10751,1.10758
2024-08-20 10:00:00,1.10758,1.10828,1.10753,1.1082
