date,open,high,low,close
2024-08-20 00:00:00,1.10858,1.10873,1.10812,1.10814
2024-08-20 00:30:00,1.10813,1.10845,1.10802,1.10821
2024-08-20 01:00:00,1.1082,1.10874,1.10817,1.10859
2024-08-20 01:30:00,1.10858,1.1086,1.10821,1.10855
2024-08-20 02:00:00,1.10854,1.10871,1.10812,1.10816
2024-08-20 02:30:00,1.10817,1.10835,1.10752,1.10764
2024-08-20 03:00:00,1.10764,1.10794,1.10764,1.10772
2024-08-20 03:30:00,1.10772,1.10772,1.10753,1.10758
2024-08-20 04:00:00,1.10757,1.10784,1.1075,1.1077
2024-08-20 04:30:00,1.1077,1.10793,1.1076,1.10772
2024-08-20 05:00:00,1.10771,1.1078,1.10741,1.10754
2024-08-20 05:30:00,1.10753,1.1077,1.10729,1.10768
2024-08-20 06:00:00,1.10768,1.10784,1.10745,1.1078
2024-08-20 06:30:00,1.1078,1.10822,1.10779,1.10813
2024-08-20 07:00:00,1.10812,1.10833,1.10735,1.10737
2024-08-20 07:30:00,1.10738,1.10871,1.10721,1.10869
2024-08-20 08:00:00,1.10869,1.1089,1.1078,1.10788
2024-08-20 08:30:00,1.10787,1.10878,1.10784,1.108
2024-08-20 09:00:00,1.108,1.1082,1.10756,1.10766
2024-08-20 09:30:00,1.10765,1.10819,1.10751,1.10758
2024-08-20 10:00:00,1.10758,1.10802,1.10753,1.108
2024-08-20 10:30:00,1.10801,1.10828,1.10772,1.1082
2024-08-20 11:00:00,1.10821,1.10867,1.10775,1.10779
2024-08-20 11:30:00,1.1078,1.1084,1.10768,1.1081
2024-08-20 12:00:00,1.10809,1.10881,1.10806,1.1087
2024-08-20 12:30:00,1.1087,1.10987,1.10825,1.10984
2024-08-20 13:00:00,1.10984,1.11047,1.10929,1.10982
2024-08-20 13:30:00,1.10983,1.11053,1.10954,1.11022
2024-08-20 14:00:00,1.11023,1.11054,1.10937,1.11049
2024-08-20 14:30:00,1.1105,1.1117,1.1103,1.11119
2024-08-20 15:00:00,1.11118,1.11124,1.10998,1.11028
2024-08-20 15:30:00,1.11027,1.11076,1.1101,1.11052
2024-08-20 16:00:00,1.11053,1.11184,1.11041,1.1117
2024-08-20 16:30:00,1.11169,1.11192,1.11145,1.1115
2024-08-20 17:00:00,1.1115,1.1115,1.1109,1.1115
2024-08-20 17:30:00,1.1115,1.1117,1.1113,1.11163
